Release,className,LOC,Age,CHG,MAX_CHG,AVG_CHG,Bug Fixed,NAuth,Number of Commit,LOC Added,AVG_LOC Added,MAX_LOC Added,Buggy
2,security-admin/src/main/java/com/xasecure/service/XAccessAuditServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/service/XAssetServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/service/XAuditMapServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/service/XCredentialStoreServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/service/XGroupGroupServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/service/XGroupServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/service/XGroupUserServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/service/XPermMapServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/service/XPolicyExportAuditServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/service/XPortalUserServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/service/XResourceServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/service/XTrxLogServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/service/XUserServiceBase.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXAccessAudit.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
2,security-admin/src/main/java/com/xasecure/view/VXAccessAuditList.java,0,355,125,125,124,0,0,0,0,0.1977716,38,false
